,mbti,title,content,mbti_label,e_i,n_s,f_t,j_p
310,intj,스트레오타입 인티제 처음 질문 받아봐요,오늘은 갑자기 tmt를 남발하고 싶네요 질문 없으면 좀 민망할 거 같으니까 그땐 게시글 지우는 것으로,10,0,1,0,1
311,enfp,ENTJ들 향수냄새 왤캐 진하죠 ..?!,제가 냄새에 예민해서 향수 싫어하는데 살면서 만나본 남자들 중에 유독 향수 냄새 심했던 남자들 보면 entj 아니면 enfj였어요 그것도 진짜 독한 남자 스킨 향.. 엠비티아이 차이인가요 ㅠ 추가로 다들 투 머치 깔끔,1,1,1,1,0
312,istp,entj 여성 분들은 주로 이성의 어떤 면에 호감을 가지게 되나요??,저에게 이성적 호감을 가져준 사람들이 공교롭게도 모두 entj 유형이었네요. 어제 글 쓴 거 다시 함 보다가 궁금해져서 질문드립니다. entj 유형분들은 이성의 어떤 면에 호감을 느끼나요,15,0,0,0,0
313,entj,인티제 오글거리는 칭찬,능력과 인성에 대한 칭찬을 제 입장에서는 진솔하게 칭찬한 것인데 씹혔어요... ㅎ 너무 오글거려서 씹힌 걸까요 평소에 오글거리는 거 싫다고 하던데 저는 밥 먹듯이 나오는 편이라 저보고 f 아니냐네요...ㅋㅋ,2,1,1,0,1
314,enfp,entj에게 믿음이란?,entj에게 너를 믿으니까 괜찮아라는 말을 듣는다는 건 진짜 그 상대를 믿어서인가요,1,1,1,1,0
315,entj,인생상담이 필요해요,건강한 엔티 주님들 중 상담해주실 분 20대 후반 여자분 이거나 30대 여자분이셨으면 좋겠어요.. 인간관계 너무 현 나오네요 ㅎㅎ 댓글 달아주시면 오픈 카톡 열겠습니다,2,1,1,0,1
316,intj,욕을 왜하죠?,감탄사로 뭔가 초월할 때 나오는 그런 악의 없는 욕 말고 싸울 때나 뭔가 자신이 제압하고 싶을 때 욕을 왜 하죠 팩트로 조지면 되는데 ..츄릅,10,0,1,0,1
317,enfp,entj님들 질문,"귀엽다는 말을 자주 쓰나요 ,,, 저 같은 경우는 썸남이 entj인데 썸남이 뭐만 하면 아아아 귀여워 이러면서 귀엽다는 말을 자주 하는 거 같아요 그리고 entj 님들은 연락할 때와 만나서 행동할 때 다른가요 저 썸남같은경우는 연락할 때는 좀 딱딱한 편이라... 음... 뭐지 싶을 때가 많았거든요 근데 막상 만나면 눈에 꿀 떨어지고 막 우꾸꾸 해주는 그런 게 있어서요 ~ entj 남자 진짜 신비하면서 어렵고 ㅋㅋㅋ 근데 또 팔색조처럼 매력은 넘치고 ㅋㅋㅋ",1,1,1,1,0
318,estj,INTJ분들,"여자친구 남자친구가 가끔씩 공감을 원해서 하는 얘기에도 너무 칼처럼 너에게도 ㅇ영한 잘못이 있는 거 아냐 네가 먼저 ㅇ용하게 생각했을 수 있어~ 이렇게 객관적인 조언을 해주는 건 왜 때문인가요,,.. 저는 저런 대답을 들으면 항 상 왜 그런 식으로 말해 ㅠ ㅠ 내가 객관적인 조언 들으려고 물어본 거 같아,..라고 말하며 서운해해도 항상 같은 패턴으로 반복돼요",6,1,0,0,1
319,entj,성사되기 힘든 만남,"이따금씩 자아성찰을 하다가 제가 참 까탈스러운 성격임을 깨닫곤 하는 것 같아요. 예를 들어 썸 타는 도중 상대방이 먼저 만남 제시. 즉, 우리 언제 만나 이 말 한마디를 먼저 꺼내는 순간 전 자동으로 머릿속에 한 달간의 스케줄을 정리하다가 생각해보고 날짜를 말해주겠다 해요. 그런데 이후 상대방이 저에게 지속적으로 눈치를 주면 아무리 호감인 상대였더라도 마음이 파삭.. 하고 식어버리는 것 같아요. 그럼 저는 생각을 정리하고 바로 다음 날 장문의 톡을 남기고 썸을 끝내버려요ᅲᅲ.. 스스로도 이런 제가 너무 매정해 보이긴 하지만 마음이 바로 식어버리는데 어떡할까요.. 이런 스스로가 마음에 안 들기도 해서 최근에는 최대한 유지해보려고 노력했지만 관심이 뚝 떨어져선지 하루~일주일 만에 답장을 보내기도 하고.. 이럴 바엔 차라리 썸을 끝내는 게 낫겠단 생각이 들어요. 지금껏 저랑 사귄 남자들 참.. 고생했겠단 생각도 들고요. 이런 문제를 고치고 싶은데 참 어렵네요ㅠㅠ 다른 entj분들은 어떠신가요",2,1,1,0,1
320,entj,intj 여러분..!,"intj에 대해 드디어 조금 알게 되었어요.. intj 이성인 친구가 절 싫어하는 게 아니라, 그냥 친한 친구가 있어서 제게 딱히 관심이 없던 것이란 걸 깨닫게 되었습니다.. 이 intj 친구의 친한 친구가 그렇게 서로 친한 게 아니라면, 제게도 친구로서 옆을 내어줄 수 있을까요... 그리고 둘이 많이 친하다면 제가 intj와 친구가 될 수 있는 가능성은 낮겠죠... 이 intj 분 친구 커트라인이 굉장히 높더라고요..",2,1,1,0,1
321,intp,짤보고 생각나서 적는 글(인티제 연애 특징?),"조금 각색이 있지만 연애할 당시에 여자친구가 파스타 집에서 해 먹어보고 싶다고 했을 때 파스타에 대해 미친 듯이 찾아봤던 기억이 있네요 파스타의 종류는 오일, 토마토 베이스, 크림 베이스로 나뉘고 파스타면의 종류는 굵기 순으로 스파게티 느니, 스파게티, 링귀니, 페터 치네가 있고 파스타 중에 뭐 먹고 싶은데 카르보나라라고 했을 때는 이탈리아인이 직접 만드는 카르보나라 찾아보고 결국 참고할 영상은 이탈리아 레스토랑에서 일하는 셰프님 영상으로 정했는데 제작 과정 보면서 퐁듀는 뭐지 디글레이징은 뭐지 만테 카레는 뭐지 하면서 다 찾아보고 그랬던 기억이 있네요 ㅋㅋㅋ 파스타 말고도 여자친구가 뭐 정보 같은 거 찾아달라는 거나 있으면 엄청 열심히 찾아보고 그랬었거든요 근데 이렇게 열심히 찾는 게 재밌었어요 ㅋㅋㅋ 다른 인티 제분도 연인이 무언가 해달라거나 알아봐달라는 거 있으면 있는 거 없는 거 다 찾아보시는지 궁금하긴 합니다.",11,0,1,0,0
322,entj,Entj 여성분들 사회생활 처세법 좀 부탁 드려요!,"entj 분들 사회생활 처세법 좀 부탁드려요 보기 드문 entj 여자입니다 최근에 팀을 옮겼는데, 남자 상사가 정말 저랑 정반대예요 전체 목표보다는 매일 할 일 던져 주는 스타일이라 늘 일의 방향성이 달라지고요.. 어제는 a대로 하라고 했다가, b로 바뀌고.. 매일 일이 바뀌어요... 퇴근 후나, 주말에 카톡 하여 업무 요청을 하고요 질문을 하면 질문에 대답하지 않고 뭉개면서 자기가 하고 싶은 대로 하면서 성과를 요구해요 이런 스타일은 처음 만나서 정말 어리둥절이에요ᅲ 어떻게 대처하는 게 좋을까요 제가 예전 직장에서도 일은 잘하는데 욕먹는 스타일이라, 손해 본 적이 있어서 이 번에는 좀 생각을 하고, 여러분들 의견을 듣고 움직여볼까 해서요. 조언 감사합니다",2,1,1,0,1
323,entj,난 내가 entj가 아닌게 아닐까 늘 괴로워했다..,그렇다고 다른 어떤 유형들에 끼기에는 너무 괴리가 느껴졌고 entj라고 하면 다른 entj들이 나와 너무 달라 보이고 나는 누구 여긴 어디였습니다..ㅠㅠ 여태 entj 그룹을 겉돌며 제 닉에 entj를 쓰기를 꺼렸는데 이유를 찾고 나니 몇 달간 고민하며 차라리 그냥 entj 이미지에 맞춰볼까도 했던 제가 웃기고 바보 같네요 넌 어리석었다 바보야 본질에 대한 깊은 고뇌로 인한 너의 길은 늘 옳다. 앞으로 너의 날개를 펼쳐라. 나는 나다 ㅎㅎㅎ,2,1,1,0,1
324,entj,entj 6w7 성사분 혹시 계신가용?,여태 3w4로 착각하고 살았어요ㅠ 여태 찝찝하게 맞지 않았던 조각을 찾은 기분입니다 근데 보니 entj 6w7분들은 별로안보이는거같아요ㅠㅠ 계시면 손 좀 들어주세요 관찰하고 싶어요 저를 제3자로 분석해보고 싶고요 동질감 느끼고 싶습니다 ㅎ,2,1,1,0,1
325,intj,가족중에 entp있으신 분,엄마 검사하시니 entp인데 어릴 때부터 엄마랑 말다툼 장난 아니었어요 지금도 그렇지만ㅋㅋㅋ 엄마가 잔소리하면 난 그게 논리적으로 맞지 않다고 설명하고 엄마는 그걸 또 뭐라 하시고 그리고 엄마한테 칭찬을 들어본 적이 없음ㅋㅋ 여하튼 항상 말다툼처럼 주고받다 기분 상해서 말 안 함ㅋㅋㅋ 근데 이렇게 지적만 맨날 하면서 또 자기를 아끼고 좋아해 주고 그런 느낌이 아닌 거를 매우 싫어하고 상처받아하심ㅋㅋㅋ 아 근데 또 관심사 비슷한 건 티카 티카 잘됨ㅋㅋ 혹시 저처럼 가족 중 entp 있으신 분은 어떤가 궁금해요 ᄏᄏᄏ,10,0,1,0,1
326,entj,인티제 여러분,제가 intj 친구에게 관심이 있는데 5일에 한 번씩 같은 시각에 흥미로운 질문을 좀 해볼 생각이에요 꾸준히 질문하면 이상한 사람으로 볼까요...,2,1,1,0,1
327,intp,인티제남 질문 받아요,나이는 20대 후반이고 원래는 intp였다가 군대 기점으로 intj로 바뀌었습니다 사소한 거도 괜찮아요~,11,0,1,0,0
328,intj,단체에서 성격이상한 사람 되는거 같아요,단독에서 여러 사람들 과 묶여서 지낼 일이 있는데.. 진짜 저는 대인관계가 힘들구나 많이 느껴요 아닌 거 있으면 개 단호하게 다 이야기하는 편이고 뭔가 말투도 개 냉정 단호 ㅋㅋ 만나자 하면 싫은 티 나고ㅋㅋㅋ 뭔가 현실보다 톡 문자가 더 싸가지 냉정 단호해 보임 제 이미지 점점 사회 부적응자처럼 되는 중 신경 안 쓴다 하지만 또 한편으론 씁쓸하기도 해요ㅋㅋㅋ 저도 나름 매력 있는데 f 들과 비교하면 ㅋㅋㅋ 제가 봐도 가까이하고 싶지 않은 사람이라 단체에 너무 약해요 생각이 안 맞단 사람들 생각 보는 거 자체가 스트레스 저도 스트레스 안 받고 잘 지내고 싶어 양 잘 지내고 싶다 친하게 지내고 싶다 x 내가 스트레스 안 받고 편히 지내고 싶다ㅋㅋㅋ,10,0,1,0,1
329,intj,모든 지표가 70~90으로 쏠려서 INTJ가 나오는 저같은 사람은?,"하. 하. 하. 하. 하 당황스럽네 진짜~~ 이해도 높이려고 며칠간 눈팅하면서 애쓴 후에 다시 해보니 이렇게 선명하게 나오고. 혹시 간이검사라서 그런가 질문이 구체적이고 더 많은 검사를 해보면 달라질까 근데 제가 생각해도 다른 유형보다 intj 쪽의 설명이 저한테 더 맞는 것 같아요. 유튜브에 intj, intj 검색해서 나오는 분들한테서 편안함을 느낀다든지 심지어 여성분들에게는 엄청 호감이 느껴집니다. 마음에 드는 사람 발견하기가 힘든 저인데 말이죠. 유사과학은 정말 싫어하는데 mbti에서는 어느 정도의 상관관계가 느껴지니 앞으로 맹신하지 않으면서 사람 성격을 이해하는 데에 잘 활용하도록 하겠습니다.",10,0,1,0,1
330,estj,인티제 특,타인을 대할 때 왜 뭐 고양이나 강아지 ㄲ ㅑ~~~ 진지한 말을 하면서 단어 잘못 말해버릴 때 많음 창피해함 주변에서 이런 intj 귀여워하면 이해 못 하고 왜 뭐 자기 객관화 잘 못함 본인이 귀여운 걸 모름,6,1,0,0,1
331,entj,intj분들 친해지고 싶다는 말들으면,어떤 반응이 나오시나요... 원래 한 10개월 정도 주기적으로 본 사람이라 전 나름대로 깊은 얘기도 꺼내고 그래서 친하다고 생각했는데 본인 기준에는 안 친한 거였나 봐요.. 그래서 친해지고 싶다고 말했는데 카페 intj 여러분은 어떠신가요,2,1,1,0,1
332,infp,원래 말많던 사람이 말이 없어진다면,어제 entj 관련 글 올렸는데 그분이 친구 지인분이셔서 친구한테 은근 떠봤거든요.. 그분 말씀 되게 없으시던데라고 물어보니 친구가 아닌데 걔 첨 보는 사람한테 말 되게 많이 든다면서 본인은 그분 첨 봤을 때 하이파이브까지 했다는데 그런 분이 저랑 있으면 말씀이 없으시단 건 뭘 의미하는 건가요 나한테 관심이 없음 나에 대한 안 좋은 소문을 들었음 그냥 아무 생각 없음 그럴 기분이 아님 어제 올린 글 댓글 보고 조금 희망을 가졌었는데 친구 말 듣고 나니 또 글렀다 싶어요 ㅠㅠ..,9,0,1,1,0
333,intj,인티제가 모순덩어리인 이유,이성적이면서 감성적 11자 길가 사랑하면서 증오함 인티 제분들 공감할 거라 믿습니다.. 물론 저만 해당할 수도 있죠,10,0,1,0,1
334,entj,ENTJ - 공부나 일할 때,"아래 글 보고 공감되어서 올려요. 저는 원리, 원칙, 기준이 이해가 안 되면 단순 암기는 도저히 못하겠던데 ... 공부할 때도 그랬고, 사회 나와서 일할 때도 마찬가지예요. 특히 맥락 없이 다짜고짜 여기저기 흩어져있는 정보들 보면 도대체 이게 뭐인지... 어쩌라는 것은 지 싶고 이해하고 소화시키고 나서야 아하~ 싶고. 단편적인 사실들만 들으면 응 하는 기분이에요. 어떤 정보를 습득하면 머릿속에서 구조화하느라 시간이 조금 걸리는 편이에요. 대신에 한번 구조화되고 나면 나만의 그 틀을 입체적인 시각으로 재해석하고 활용하는 능력은 남들보다 더 뛰어난 것 같아요. 처음에는 제가 이해력이 낮은 걸까 하는 생각도 들었는데 지금 생각해보니 남들보다 더 천천히 소화하지만 더 제대로 소화하는 것 같다는 느낌도 드네요. 다른 entj 분들도 그런지 궁금합니다",2,1,1,0,1
335,intp,인팁 인티제 혼동올 때,사소한 특징을 봐도 intp 같은ㄷㅔ 8기능으로 따졌을 때 스스로의 성격을 ni ti fi se라고 생각하거든요 저처럼 전체적인 유형을 놓고 봤을 땐 맞는 것 같으면서도 8기능들 특징 보면 헷갈리는 분들 있나요 하긴 경우의 수가 이렇게나 많은데 모든 유형들 성질이 완벽히 맞을 수는 없겠지만요,11,0,1,0,0
336,intj,틀린걸 지적하고싶은 충동,"을 어떻게 잠재울까요 그냥 둬야 하나요. 그래도 전보단 많이 좋아졌는데... 쩝. 남들도 나를 봐주고 있을 테니, 가만있는 게 상책일까요",10,0,1,0,1
337,entj,엔티제분들 공부 어떻게 하시나요,저는 책을 보는 거보다 경험에서 배움을 많이 얻는 편인데.. 자격증 공부나 언어 공부는 진짜 지옥같네요ㅠㅠ 똑소리 나는 사람이라 얘기를 많이 듣지만 사실 구체적으로 깊이 할 줄 아는 게 없어서 답답합니다 ㅡㅡ,2,1,1,0,1
338,intj,내일부터 여름휴가,오늘만큼은 일이 없어요 일도 없는데... 출근해서 머 하는 짓이 지라는 생각에 지금 당장 퇴근하고 싶어서 미치다 못해 뭔 상태입니다. 지금 당장 퇴근 퇴근 퇴근할 수 없으니까.... 점잖게 얌전히 있어야겠네요... 하는 순간 내일 업무가 생겨 여름휴가 시작일은 하루 딜레이 되었지만 조기 퇴근 버프 받고 기분 좋게 퇴근 중 유후 신이 나 신이 나 했는데.... 업무가 들어왔네요... 30분 뒤 튀어나가는 것으로.... 아직 퇴근 못했습니다.,10,0,1,0,1
339,entj,우리 XNTJ 분들은 혹시 캘린더 앱이나 노트앱 어떤거 쓰시나요?? (노션 쓰시는분?),제가 현재 쓰고 있는 것들에 불만사항이 많아... 쓰고 계신 것 중에 좋은 것 있으시면 추천 부탁드리고 싶습니다 노선도 한번 써볼까 하고 있는데 사용 중이 신분 있을까요,2,1,1,0,1
